route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
223,NMBS/SNCB,IC,Gand-Saint-Pierre -- Saint-Nicolas,,103,,,
224,NMBS/SNCB,L,Jambes -- Charleroi-Sud,,100,,,
225,NMBS/SNCB,L,Liers -- Flemalle-Haute,,100,,,
226,NMBS/SNCB,IC,Anvers-Central -- Ostende,,103,,,
227,NMBS/SNCB,IC,Ostende -- Saint-Nicolas,,103,,,
228,NMBS/SNCB,EXTRA,Herentals -- Louvain,,103,,,
229,NMBS/SNCB,P,Hamont -- Louvain,,103,,,
23,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Deinze,,700,,,
230,NMBS/SNCB,EXTRA,Herentals -- Mol,,103,,,
231,NMBS/SNCB,L,Nivelles -- Landen,,100,,,
232,NMBS/SNCB,IC,Welkenraedt -- Ostende,,103,,,
233,NMBS/SNCB,IC,Louvain -- Ostende,,103,,,
234,NMBS/SNCB,IC,Anvers-Central -- Blankenberge,,103,,,
235,NMBS/SNCB,IC,Charleroi-Sud -- Blankenberge,,103,,,
236,NMBS/SNCB,P,Liege-Guillemins -- Vise,,103,,,
237,NMBS/SNCB,S52,Gand-Saint-Pierre -- Grammont,,100,,,
238,NMBS/SNCB,IC,Luxembourg (l) -- Arlon,,103,,,
239,NMBS/SNCB,P,Luxembourg (l) -- Arlon,,103,,,
24,NMBS/SNCB,BUS,Bruges -- Knokke,,700,,,
240,NMBS/SNCB,L,Maastricht (nl) -- Liege-Guillemins,,100,,,
241,NMBS/SNCB,IC,Bruxelles-Midi -- Brussels Airport - Zaventem,,103,,,
242,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Tournai,,103,,,
243,NMBS/SNCB,IC,Hal -- Brussels Airport - Zaventem,,103,,,
244,NMBS/SNCB,IC,Bruxelles-Nord -- Hal,,103,,,
245,NMBS/SNCB,IC,Aulnoye Aymeries (f) -- Mons,,103,,,
246,NMBS/SNCB,IC,Bruxelles-Midi -- Tournai,,103,,,
247,NMBS/SNCB,S1,Anvers-Central -- Charleroi-Sud,,100,,,
248,NMBS/SNCB,S1,Bruxelles-Nord -- Nivelles,,100,,,
249,NMBS/SNCB,IC,Lille Flandres(f) -- Courtrai,,103,,,
25,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Tielt,,700,,,
250,NMBS/SNCB,IC,Mouscron -- Courtrai,,103,,,
251,NMBS/SNCB,IC,Maubeuge (f) -- Namur,,103,,,
252,NMBS/SNCB,IC,Namur -- Charleroi-Sud,,103,,,
253,NMBS/SNCB,IC,Lille Flandres(f) -- Tournai,,103,,,
254,NMBS/SNCB,IC,Bruxelles-Midi -- Essen,,103,,,
255,NMBS/SNCB,IC,Essen -- Charleroi-Sud,,103,,,
256,NMBS/SNCB,IC,Anvers-Central -- Charleroi-Sud,,103,,,
257,NMBS/SNCB,IC,Bruxelles-Midi -- Anvers-Central,,103,,,
258,NMBS/SNCB,S10,Bruxelles-Midi -- Alost,,100,,,
259,NMBS/SNCB,S10,Termonde -- Alost,,100,,,
26,NMBS/SNCB,BUS,Courtrai -- Menin,,700,,,
260,NMBS/SNCB,IC,Luxembourg (l) -- Namur,,103,,,
261,NMBS/SNCB,IC,Luxembourg (l) -- Bruxelles-Midi,,103,,,
262,NMBS/SNCB,IC,Bruxelles-Midi -- Arlon,,103,,,
263,NMBS/SNCB,IC,Arlon -- Ostende,,103,,,
264,NMBS/SNCB,IC,Bruxelles-Midi -- Rochefort-Jemelle,,103,,,
265,NMBS/SNCB,IC,Bruxelles-Midi -- Ciney,,103,,,
266,NMBS/SNCB,IC,Bruxelles-Midi -- Namur,,103,,,
267,NMBS/SNCB,IC,Rochefort-Jemelle -- Ostende,,103,,,
268,NMBS/SNCB,IC,Luxembourg (l) -- Marloie,,103,,,
269,NMBS/SNCB,IC,Rochefort-Jemelle -- Arlon,,103,,,
27,NMBS/SNCB,BUS,Jette -- Termonde,,700,,,
270,NMBS/SNCB,IC,Marloie -- Arlon,,103,,,
271,NMBS/SNCB,S4,Malines -- Alost,,100,,,
272,NMBS/SNCB,S4,Bruxelles-Luxembourg -- Malines,,100,,,
273,NMBS/SNCB,IC,Tongres -- Gand-Saint-Pierre,,103,,,
274,NMBS/SNCB,IC,Hasselt -- Gand-Saint-Pierre,,103,,,
275,NMBS/SNCB,IC,Gand-Saint-Pierre -- Lokeren,,103,,,
276,NMBS/SNCB,IC,Jette -- Gand-Saint-Pierre,,103,,,
277,NMBS/SNCB,IC,Lokeren -- Denderleeuw,,103,,,
278,NMBS/SNCB,IC,Gand-Saint-Pierre -- Termonde,,103,,,
279,NMBS/SNCB,IC,Termonde -- Denderleeuw,,103,,,
28,NMBS/SNCB,BUS,Bruges -- Zeebrugge-Strand,,700,,,
280,NMBS/SNCB,IC,Genk -- Gand-Saint-Pierre,,103,,,
281,NMBS/SNCB,S3,Audenarde -- Termonde,,100,,,
282,NMBS/SNCB,S3,Termonde -- Zottegem,,100,,,
283,NMBS/SNCB,S3,Schaerbeek -- Zottegem,,100,,,
284,NMBS/SNCB,S3,Bruxelles-Nord -- Audenarde,,100,,,
285,NMBS/SNCB,S3,Bruxelles-Nord -- Denderleeuw,,100,,,
286,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Courtrai,,103,,,
287,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Ostende,,103,,,
288,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Bruges,,103,,,
289,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Lichtervelde,,103,,,
29,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Saint-Nicolas,,700,,,
290,NMBS/SNCB,IC,Ostende -- Courtrai,,103,,,
291,NMBS/SNCB,S32,Anvers-Central -- Essen,,100,,,
292,NMBS/SNCB,S32,Essen -- Puurs,,100,,,
293,NMBS/SNCB,S32,Anvers-Central -- Puurs,,100,,,
294,NMBS/SNCB,IC,Liege-Saint-Lambert -- Namur,,103,,,
295,NMBS/SNCB,IC,Liege-Guillemins -- Namur,,103,,,
296,NMBS/SNCB,IC,Bruxelles-Midi -- Liege-Saint-Lambert,,103,,,
297,NMBS/SNCB,IC,Liege-Saint-Lambert -- Tournai,,103,,,
298,NMBS/SNCB,IC,Bruxelles-Midi -- Liege-Guillemins,,103,,,
299,NMBS/SNCB,IC,Liege-Guillemins -- Ostende,,103,,,
3,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Zottegem,,700,,,
30,NMBS/SNCB,BUS,Lokeren -- Saint-Nicolas,,700,,,
300,NMBS/SNCB,IC,Liege-Saint-Lambert -- Ostende,,103,,,
301,NMBS/SNCB,IC,Liege-Guillemins -- Tournai,,103,,,
302,NMBS/SNCB,L,Hasselt -- Louvain,,100,,,
303,NMBS/SNCB,L,Genk -- Louvain,,100,,,
304,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Dinant,,103,,,
305,NMBS/SNCB,IC,Bruxelles-Midi -- Dinant,,103,,,
306,NMBS/SNCB,IC,Bruxelles-Midi -- Gembloux,,103,,,
307,NMBS/SNCB,S32,Roosendaal (nl) -- Anvers-Central,,100,,,
308,NMBS/SNCB,S32,Roosendaal (nl) -- Boom,,100,,,
309,NMBS/SNCB,S32,Roosendaal (nl) -- Puurs,,100,,,
31,NMBS/SNCB,BUS,Louvain -- Aarschot,,700,,,
310,NMBS/SNCB,S32,Roosendaal (nl) -- Anvers-Berchem,,100,,,
311,NMBS/SNCB,S32,Anvers-Berchem -- Essen,,100,,,
312,NMBS/SNCB,IC,Anvers-Central -- Hasselt,,103,,,
313,NMBS/SNCB,IC,Anvers-Central -- Aarschot,,103,,,
314,NMBS/SNCB,IC,Anvers-Central -- Tongres,,103,,,
315,NMBS/SNCB,IC,Anvers-Central -- Genk,,103,,,
316,NMBS/SNCB,IC,Malines -- Louvain,,103,,,
317,NMBS/SNCB,IC,Malines -- Hasselt,,103,,,
318,NMBS/SNCB,S34,Anvers-Central -- Termonde,,100,,,
319,NMBS/SNCB,S34,Termonde -- Melsele,,100,,,
32,NMBS/SNCB,BUS,Louvain -- Liege-Guillemins,,700,,,
320,NMBS/SNCB,S34,Anvers-Central -- Lokeren,,100,,,
321,NMBS/SNCB,S34,Lokeren -- Melsele,,100,,,
322,NMBS/SNCB,S34,Saint-Nicolas -- Melsele,,100,,,
323,NMBS/SNCB,L,Louvain -- Saint-Nicolas,,100,,,
324,NMBS/SNCB,L,Malines -- Saint-Nicolas,,100,,,
325,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Knokke,,103,,,
326,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Gand-Saint-Pierre,,103,,,
327,NMBS/SNCB,L,Anvers-Central -- Louvain,,100,,,
328,NMBS/SNCB,L,Anvers-Central -- Hasselt,,100,,,
329,NMBS/SNCB,IC,Hasselt -- Liege-Guillemins,,103,,,
33,NMBS/SNCB,BUS,Mol -- Hamont,,700,,,
330,NMBS/SNCB,IC,Anvers-Central -- Liege-Guillemins,,103,,,
331,NMBS/SNCB,IC,Anvers-Central -- Liers,,103,,,
332,NMBS/SNCB,IC,Anvers-Central -- Herstal,,103,,,
333,NMBS/SNCB,S33,Anvers-Central -- Mol,,100,,,
334,NMBS/SNCB,IC,Gand-Saint-Pierre -- La Panne,,103,,,
335,NMBS/SNCB,IC,Anvers-Central -- La Panne,,103,,,
336,NMBS/SNCB,IC,La Panne -- Saint-Nicolas,,103,,,
337,NMBS/SNCB,S20,Ottignies -- Louvain,,100,,,
338,NMBS/SNCB,S20,Louvain -- Sint-Joris-Weert,,100,,,
339,NMBS/SNCB,IC,Bruxelles-Midi -- Anvers-Berchem,,103,,,
34,NMBS/SNCB,BUS,Mol -- Neerpelt,,700,,,
340,NMBS/SNCB,L,Hasselt -- Herstal,,100,,,
341,NMBS/SNCB,IC,Tournai -- Saint-Nicolas,,103,,,
342,NMBS/SNCB,IC,Mouscron -- Saint-Nicolas,,103,,,
343,NMBS/SNCB,IC,Termonde -- Courtrai,,103,,,
344,NMBS/SNCB,IC,Tournai -- Courtrai,,103,,,
345,NMBS/SNCB,IC,Ath -- Courtrai,,103,,,
346,NMBS/SNCB,IC,Ath -- Saint-Nicolas,,103,,,
347,NMBS/SNCB,S9,Nivelles -- Landen,,100,,,
348,NMBS/SNCB,S9,Hal -- Landen,,100,,,
349,NMBS/SNCB,S9,Nivelles -- Louvain,,100,,,
35,NMBS/SNCB,BUS,Melsele -- Zwijndrecht,,700,,,
350,NMBS/SNCB,S9,Hal -- Louvain,,100,,,
351,NMBS/SNCB,S5,Malines -- Enghien,,100,,,
352,NMBS/SNCB,S5,Malines -- Grammont,,100,,,
353,NMBS/SNCB,S5,Hal -- Malines,,100,,,
354,NMBS/SNCB,IC,Turnhout -- Binche,,103,,,
355,NMBS/SNCB,IC,Schaerbeek -- Binche,,103,,,
356,NMBS/SNCB,IC,Turnhout -- La Louviere-Sud,,103,,,
357,NMBS/SNCB,IC,Schaerbeek -- La Louviere-Sud,,103,,,
358,NMBS/SNCB,S7,Vilvorde -- Hal,,100,,,
359,NMBS/SNCB,S5,Bruxelles-Luxembourg -- Enghien,,100,,,
36,NMBS/SNCB,BUS,Herentals -- Mol,,700,,,
360,NMBS/SNCB,IC,Bruxelles-Midi -- Landen,,103,,,
361,NMBS/SNCB,IC,Landen -- La Panne,,103,,,
362,NMBS/SNCB,IC,Landen -- Lichtervelde,,103,,,
363,NMBS/SNCB,IC,Louvain -- La Panne,,103,,,
364,NMBS/SNCB,IC,Louvain -- Lichtervelde,,103,,,
365,NMBS/SNCB,S2,Louvain -- Braine-Le-Comte,,100,,,
366,NMBS/SNCB,S2,Bruxelles-Midi -- Louvain,,100,,,
367,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Mons,,103,,,
368,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Jurbise,,103,,,
369,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Enghien,,103,,,
37,NMBS/SNCB,BUS,Louvain -- Ans,,700,,,
370,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Quevy,,103,,,
371,NMBS/SNCB,IC,Brussels Airport - Zaventem -- Braine-Le-Comte,,103,,,
372,NMBS/SNCB,S2,Schaerbeek -- Braine-Le-Comte,,100,,,
373,NMBS/SNCB,IC,Liers -- Namur,,103,,,
374,NMBS/SNCB,IC,Herstal -- Mons,,103,,,
375,NMBS/SNCB,IC,Herstal -- Namur,,103,,,
376,NMBS/SNCB,IC,Herstal -- La Louviere-Sud,,103,,,
377,NMBS/SNCB,IC,Namur -- Andenne,,103,,,
378,NMBS/SNCB,IC,Liers -- Mons,,103,,,
379,NMBS/SNCB,IC,Liers -- La Louviere-Sud,,103,,,
38,NMBS/SNCB,BUS,Malines -- Louvain,,700,,,
380,NMBS/SNCB,IC,Andenne -- Mons,,103,,,
381,NMBS/SNCB,IC,Liers -- Mouscron,,103,,,
382,NMBS/SNCB,IC,Liers -- Tamines,,103,,,
383,NMBS/SNCB,IC,Liege-Guillemins -- Mouscron,,103,,,
384,NMBS/SNCB,IC,Liers -- Tournai,,103,,,
385,NMBS/SNCB,IC,Herstal -- Mouscron,,103,,,
386,NMBS/SNCB,IC,Andenne -- Mouscron,,103,,,
387,NMBS/SNCB,IC,Namur -- Mons,,103,,,
388,NMBS/SNCB,IC,Namur -- Mouscron,,103,,,
389,NMBS/SNCB,IC,Namur -- La Louviere-Sud,,103,,,
39,NMBS/SNCB,BUS,Louvain -- Landen,,700,,,
390,NMBS/SNCB,IC,Charleroi-Sud -- Mons,,103,,,
391,NMBS/SNCB,IC,Charleroi-Sud -- La Louviere-Sud,,103,,,
392,NMBS/SNCB,IC,Namur -- Tournai,,103,,,
393,NMBS/SNCB,IC,Herstal -- Tamines,,103,,,
394,NMBS/SNCB,IC,Liege-Guillemins -- Charleroi-Sud,,103,,,
395,NMBS/SNCB,IC,Herstal -- Charleroi-Sud,,103,,,
396,NMBS/SNCB,IC,Liers -- Charleroi-Sud,,103,,,
397,NMBS/SNCB,IC,Andenne -- Charleroi-Sud,,103,,,
398,NMBS/SNCB,S10,Bruxelles-Midi -- Termonde,,100,,,
399,NMBS/SNCB,S10,Jette -- Bruxelles-Midi,,100,,,
4,NMBS/SNCB,BUS,Zottegem -- Grammont,,700,,,
40,NMBS/SNCB,BUS,Roosendaal (nl) -- Anvers-Central,,700,,,
400,NMBS/SNCB,S64,Charleroi-Sud -- Couvin,,100,,,
401,NMBS/SNCB,S8,Louvain-La-Neuve -- Audenarde,,100,,,
402,NMBS/SNCB,S8,Louvain-La-Neuve -- Zottegem,,100,,,
403,NMBS/SNCB,S8,Louvain-La-Neuve -- Bruxelles-Midi,,100,,,
404,NMBS/SNCB,S8,Namur -- Zottegem,,100,,,
405,NMBS/SNCB,S8,Ottignies -- Louvain-La-Neuve,,100,,,
406,NMBS/SNCB,S19,Bruxelles-Luxembourg -- Louvain,,100,,,
407,NMBS/SNCB,S19,Braine-L Alleud -- Louvain,,100,,,
408,NMBS/SNCB,S19,Hal -- Louvain,,100,,,
409,NMBS/SNCB,S19,Brussels Airport - Zaventem -- Charleroi-Sud,,100,,,
41,NMBS/SNCB,BUS,Anvers-Berchem -- Hoboken-Polder,,700,,,
410,NMBS/SNCB,IC,Louvain -- Courtrai,,103,,,
411,NMBS/SNCB,S19,Bruxelles-Midi -- Louvain,,100,,,
412,NMBS/SNCB,IC,Welkenraedt -- Courtrai,,103,,,
413,NMBS/SNCB,L,Jurbise -- Braine-Le-Comte,,100,,,
414,NMBS/SNCB,IC,Louvain -- Termonde,,103,,,
415,NMBS/SNCB,S61,Jambes -- Charleroi-Sud,,100,,,
416,NMBS/SNCB,S61,Charleroi-Sud -- Tamines,,100,,,
417,NMBS/SNCB,S61,Ottignies -- Tamines,,100,,,
418,NMBS/SNCB,IC,Anvers-Central -- Turnhout,,103,,,
419,NMBS/SNCB,IC,Schaerbeek -- Courtrai,,103,,,
42,NMBS/SNCB,BUS,Hasselt -- Louvain,,700,,,
420,NMBS/SNCB,IC,Herentals -- Turnhout,,103,,,
421,NMBS/SNCB,S62,Luttre -- La Louviere-Sud,,100,,,
422,NMBS/SNCB,S62,Luttre -- Charleroi-Sud,,100,,,
423,NMBS/SNCB,S62,Charleroi-Sud -- La Louviere- Centre,,100,,,
424,NMBS/SNCB,S62,Charleroi-Sud -- La Louviere-Sud,,100,,,
425,NMBS/SNCB,IC,Anvers-Central -- Hamont,,103,,,
426,NMBS/SNCB,IC,Anvers-Central -- Neerpelt,,103,,,
427,NMBS/SNCB,L,Binche -- Braine-Le-Comte,,100,,,
428,NMBS/SNCB,L,La Louviere-Sud -- Braine-Le-Comte,,100,,,
429,NMBS/SNCB,L,Charleroi-Sud -- La Louviere- Centre,,100,,,
43,NMBS/SNCB,BUS,Anvers-Central -- Essen,,700,,,
430,NMBS/SNCB,L,Pieton -- Charleroi-Sud,,100,,,
431,NMBS/SNCB,L,Hasselt -- Mol,,100,,,
432,NMBS/SNCB,L,Zonhoven -- Mol,,100,,,
433,NMBS/SNCB,L,Mons -- La Louviere-Sud,,100,,,
434,NMBS/SNCB,L,Charleroi-Sud -- Mons,,100,,,
435,NMBS/SNCB,IC,Bruxelles-Midi -- Anvers-Luchtbal,,103,,,
436,NMBS/SNCB,IC,Anvers-Luchtbal -- Charleroi-Sud,,103,,,
437,NMBS/SNCB,S61,Ottignies -- Jambes,,100,,,
438,NMBS/SNCB,S61,Namur -- Charleroi-Sud,,100,,,
439,NMBS/SNCB,S61,Wavre -- Jambes,,100,,,
44,NMBS/SNCB,BUS,Anvers-Central -- Hoboken-Polder,,700,,,
440,NMBS/SNCB,S61,Ottignies -- Namur,,100,,,
441,NMBS/SNCB,S61,Ottignies -- Fleurus,,100,,,
442,NMBS/SNCB,S61,Namur -- Fleurus,,100,,,
443,NMBS/SNCB,S61,Wavre -- Namur,,100,,,
